id,title,score,scored_by,rank,popularity,members,favorites,genres
17875,You Yao Qi Xia Ri Guanggao Pian,,,16996,21777,250,0,Comedy
17876,Kaixin Baobei,,,17700,25649,117,0,"Comedy, Sci-Fi"
17877,Kaixin Baobei: Kaixin Chaoren,,,17703,25899,113,0,"Comedy, Sci-Fi"
17878,Kaixin Baobei: Kaixin Chao Renda Zuozhan,,,17702,26006,111,0,"Comedy, Sci-Fi"
17879,Kaixin Baobei: Kaixin Da Maoxian,,,17704,26376,106,0,"Comedy, Sci-Fi"
17880,Kaixin Baobei: Kaixin Xing Xingqiu,,,17706,26377,106,0,"Comedy, Sci-Fi"
17881,Kaixin Baobei: Gu Ling Xing Lixian Ji,,,17702,26458,104,0,"Comedy, Sci-Fi"
17882,Kaixin Baobei: Kaixin Lianmeng Zhengba Zhan,,,17705,26483,104,0,"Comedy, Sci-Fi"
17883,Kaixin Baobei: Qihuan Zhi Lu,,,17708,26569,103,0,"Comedy, Sci-Fi"
17884,Kaixin Chaoren Lianmeng: Chao Shikong Baowei Zhan,,,17710,26375,106,0,"Comedy, Sci-Fi"
17885,Kaixin Chaoren Lianmeng: Yingxiong Guilai,,,17716,26642,102,0,"Comedy, Sci-Fi"
17886,Kaixin Chaoren Lianmeng: Xingji Weiji,,,17715,26573,103,0,"Comedy, Sci-Fi"
17887,Kaixin Chaoren Lianmeng: Xingji Lianmeng,,,17714,26595,102,0,"Comedy, Sci-Fi"
17888,Kaixin Chaoren Lianmeng: Nengyuan He Shouhu Zhe,,,17713,26392,105,0,"Comedy, Sci-Fi"
17889,Kaixin Chaoren Lianmeng: Xingzhi Li,,,17716,26293,107,0,"Comedy, Sci-Fi"
17890,Kaixin Chaoren: Baoxiao Xing Xingqiu,,,17717,26436,105,0,"Comedy, Sci-Fi"
17891,Kaixin Chaoren Lianmeng: Shenqi Shiyan Shi,,,17712,24075,152,0,"Comedy, Sci-Fi"
17892,Kaixin Chaoren Lianmeng: Mi Zhi Cheng,,,17711,26486,104,0,"Comedy, Sci-Fi"
17893,Qin Shi Mingyue: Chunjie Tebie Pian,,,19754,23204,181,0,Slice of Life
17894,Mars Red: Zero Kikan Nippou,5.59,1157,12320,10735,3240,0,Comedy
17895,Pont Qiao Booth,,,19589,19530,382,0,Comedy
17896,Qin Shi Mingyue: Xiao Chuangjianghu,,,19757,21985,238,0,"Comedy, Fantasy"
17897,Qin Shi Mingyue: Xiao Chuangjianghu 2nd Season,,,19758,23825,160,0,"Comedy, Fantasy"
17898,Xiong Chumo: Xiongxiong Leyuan 2,,,16769,24033,153,0,"Adventure, Comedy"
17899,Xiong Chumo: Tanxian Riji 2,,,16758,24283,146,0,"Adventure, Comedy"
17900,Xiong Chumo: Xiongxiong Leyuan 3,,,16769,24333,144,0,"Adventure, Comedy"
17901,Xiong Chumo: Quaishou Jihua,,,16754,24532,140,0,"Adventure, Comedy"
17902,Xiong Chumo: Xiongxiong Huanle Song,,,16765,24839,133,0,
17903,Watashi ni Tenshi ga Maiorita! Precious Friends,7.55,7769,1829,4871,25478,72,Comedy
17904,Sai Er Hao Season 2: Sheng Zhe Ni Xi,,,14679,22123,230,0,
17905,Sai Er Hao Season 3: Guangming De Jiushu,,,14683,24228,148,0,
17906,Sai Er Hao Season 4: Zhanshen Fengyun Jue,,,14682,22540,210,0,
17907,Sai Er Hao Season 5: Lie Tian Kun Shou,,,14682,23169,182,0,
17908,Sai Er Hao Season 6: Cangqiong Liehuo,,,14683,22847,195,0,
17909,Sai Er Hao Season 7: Yuzhou Zhi Yan,,,14683,23212,180,0,
17910,Sai Er Hao Season 8: Huanmeng Zhan Ji,,,14685,22992,189,0,
17911,Sai Er Hao Season 9: Pili Jiuchong Tian,,,14686,23448,172,0,
17912,Sai Er Hao Season 10: Bing Feng Yaosai,,,14677,25037,129,0,
17913,Sai Er Hao Movie 2: Leiyi Yu Mai Er Si,,,14671,23394,174,0,
17914,Sai Er Hao Movie 3: Zhanshen Lianmeng,,,14672,23870,158,0,
17915,Sai Er Hao Movie 4: Sheng Mo Zhi Zhan,,,14673,23957,155,0,
17916,Sai Er Hao Movie 5: Leishen Jue Qi,,,14674,24123,151,0,
17917,Sai Er Hao Movie 6: Sheng Zhe Wudi,,,14675,24008,154,0,
17918,Sai Er Hao Movie 7: Fengkuang Jiqi Cheng,,,14676,24279,147,0,Adventure
17919,Mole Zhuang Yuan: Shiqian Ji,,,18875,26210,108,0,
17920,Mole Zhuang Yuan: Zhou Bo Ju,,,18876,24370,144,0,
17921,Mole Zhuang Yuan,,,18869,24992,130,0,
17922,Mole Zhuang Yuan 2nd Season,,,18870,25938,112,0,
17923,Mole Zhuang Yuan 3rd Season,,,18872,26133,110,0,
17924,Mole Zhuang Yuan 3: Mohuan Lieche Da Maoxian,,,18871,24486,141,0,
17925,Xiaohu Huan Xiang,,,16568,26472,104,0,
17926,Meng Li Ren,,,18633,19113,415,1,Drama
17927,Dongfang Shen Wa,,,21104,26108,110,0,"Adventure, Supernatural"
17928,Dongfang Shen Wa 2nd Season,,,21105,26430,105,0,"Adventure, Supernatural"
17929,Xindongfang Shen Wa (Movie),,,16660,25792,115,0,"Adventure, Supernatural"
17930,Kewang Lantian,,,17877,26435,105,0,
17931,Xiao Niu Xiang Qian Chong,,,16459,23541,169,0,Fantasy
17932,Shaolin Hai Bao,,,14894,26570,103,1,Action
17933,Mei Hou Wang (2010),,,18587,24477,141,0,"Adventure, Fantasy"
17934,Dajiao Niu Meng Gongchang,,,20926,26384,106,0,Fantasy
17935,Sui Tang Heroes,,,15466,25427,121,0,Fantasy
17936,Qin Han Ying Xiong Zhuan,,,19752,25627,118,0,Adventure
17937,Xiao Jigong,,,16435,27197,94,0,"Adventure, Fantasy"
17938,Mianhua Tang He Yunduo Mama,,,18693,26109,110,0,Comedy
17939,Mianhua Tang He Yunduo Mama: Meimeng Cheng Zhen,,,18698,25549,119,0,Comedy
17940,Mianhua Tang He Yunduo Mama: Fu Shu Song Ji,,,18697,25009,129,0,Comedy
17941,Mianhua Tang He Yunduo Mama: Chaoji Xiao Mihua,,,18696,25219,125,0,Comedy
17942,Gushi Nainai,,,21731,27377,92,0,"Adventure, Fantasy"
17943,Tropical-Rouge! Precure,7.4,4826,2468,5941,15344,152,Action
17944,Kimi ga Suki. The Animation,6.79,4955,,6673,11567,55,Hentai
17945,Ano Ko no Kawari ni Suki na Dake,6.62,3047,,8330,6675,52,Hentai
17946,Haitoku no Kyoukai,6.45,2291,,8669,6057,27,Hentai
17947,Shanhe Jian Xin,7.8,15806,1098,5017,23612,193,"Action, Fantasy"
17948,Boku no Hero Academia the Movie 3: World Heroes' Mission,7.58,126987,1730,963,281898,1034,Action
17949,Fire Emblem Heroes - Book IV Ending Movie,5.85,257,11091,16857,620,1,"Action, Drama, Supernatural, Suspense"
17950,Seirei Gensouki,7.06,226931,4244,579,441931,3442,"Action, Adventure, Fantasy, Romance"
17951,Kyokou Suiri Season 2,7.35,55486,2681,1466,183476,598,"Mystery, Romance, Supernatural"
17952,Yami Shibai 8,5.83,6976,11220,5665,17398,22,"Avant Garde, Horror, Supernatural"
17953,Aoi Hane Mitsuketa! Sagashite Miyou Mijika na Tori-tachi,,,19991,18710,445,0,Fantasy
17954,Rikujoubu Joshi wa Ore no Nama Onaho!!! The Animation,6.4,2522,,8481,6400,24,Hentai
17955,Shenhai,7.4,616,2456,10342,3636,25,"Adventure, Fantasy"
17956,Si Hai Jing Qi 2nd Season,6.38,169,8051,16347,691,1,"Action, Adventure, Fantasy, Mystery"
17957,Tunshi Xingkong,8.06,4131,607,6551,12023,182,"Action, Adventure, Fantasy, Sci-Fi"
17958,Xie Wang Zhui Qi 2: Yishi Qingcheng,7.35,3720,2706,6827,10883,51,"Action, Comedy, Drama, Fantasy, Romance"
17959,Shisouhan,6.79,403,,16279,705,0,
17960,Haru Hisagi,6.53,308,,17229,578,0,
17961,Norman the Snowman: Nagareboshi no Furu Yoru ni,,,19223,21821,247,0,"Adventure, Fantasy"
17962,Jian Wang 3: Xia Gan Yi Dan Shen Jianxin Zhi Chang Piao,,,17440,16419,683,1,Comedy
17963,Yinhe Zhi Xin,6.36,223,8166,13533,1425,4,"Action, Sci-Fi"
17964,Pui Pui Molcar,8.01,11244,689,5463,19199,304,Comedy
17965,Senyoku no Sigrdrifa: Dai-909 Senjutsu Hime-tai Sentou Kiroku!,5.93,886,10664,11402,2685,7,Action
17966,Mr. Shape and Number Man,,,18933,22862,194,0,Comedy
17967,Aisarenakutemo Kimi ga Iru,6.61,316,,17464,553,4,
17968,Fate/Grand Carnival,7.7,25467,1356,3129,61040,246,"Comedy, Fantasy"
17969,Milabo,6.59,455,,15716,808,4,
17970,PekoMiko Daisensou!!,6.49,525,,15072,963,2,
17971,Re:Hello World,5.95,348,,16287,703,0,
17972,Next Color Planet,6.47,492,,15758,797,5,
17973,"Tenkyuu, Suisei wa Yoru wo Mataide",6.11,306,,17368,563,3,
17974,Shallys,6.43,312,,17458,554,1,
17975,Comet,6.01,499,,15616,830,3,
17976,My Name Is Elite☆,5.52,350,,16632,652,0,
17977,He Wei Dao x Hui Yeda Xiaojie Xiangyao Wo Gaobai,6.93,6489,,6021,14769,32,"Comedy, Romance"
17978,Say! Fanfare!,6.12,314,,17361,563,4,
17979,Mewkledreamy Mix!,6.84,758,5324,11163,2879,16,"Adventure, Fantasy"
17980,Puraore! Pride of Orange,6.23,9538,8966,4576,29429,97,Sports
17981,Selection Project,7.26,17170,3169,3563,48275,379,
17982,Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara,6.47,125243,7510,1002,272618,1164,"Action, Comedy, Fantasy"
17983,Guodong Baobei,,,21723,26934,98,0,Fantasy
17984,Guodong San Jianke,,,21724,26701,101,0,Fantasy
17985,Guo Bao Tegong,,,21712,23645,165,1,Fantasy
17986,Guo Bao Tegong 2,,,21713,24688,137,1,Fantasy
17987,Guo Bao Tegong 3,,,21714,25016,129,1,Fantasy
17988,Ai-mai Chocolate,5.82,296,,17526,544,0,
17989,Guo Bao Tegong 4: Kai Zhi Hun,,,21715,26134,110,1,Fantasy
17990,Guo Bao Tegong: Shuiguo Da Taowang,,,21716,25680,117,0,"Adventure, Fantasy"
17991,Bai Bian Ji Shou: Luo Luo Lixian Ji,,,20110,24212,148,0,Sci-Fi
17992,Wu Zhan Dao,,,16259,23379,175,2,
17993,Dibi Gou,,,21028,27113,95,0,
17994,Chao Shou Wuzhuang: Yongzhe Wu Ju,,,20609,23938,155,0,Sci-Fi
17995,Gangtie Feilong,,,21523,24442,142,0,"Action, Sci-Fi"
17996,Gangtie Feilong (Movie),,,21524,24685,137,0,"Action, Sci-Fi"
17997,Gangtie Feilong: Zaijian Ultraman,,,21529,22567,208,0,"Action, Sci-Fi"
17998,Gangtie Feilong: Ultraman Jueqi,,,21528,22379,218,1,"Action, Sci-Fi"
17999,Gangtie Feilong 3: Shanhai Shenshou Lu,,,21527,26033,111,0,"Action, Sci-Fi"
18000,Gangtie Feilong 2: Ultraman Liliang,,,21526,23350,175,0,"Action, Sci-Fi"
18001,Gangtie Feilong 2: Long Hun Juexing,,,21525,26032,111,1,"Action, Sci-Fi"
18002,Tiejia Wei Chong Zhi Qi Ren Wang,,,15759,26252,108,0,"Action, Sci-Fi"
18003,Menghuan Xiyou: Tianming Zhi Zhan,,,18656,23909,157,1,"Action, Adventure, Fantasy"
18004,Menghuan Xiyou: Lei Nu Weiji,,,18656,23655,165,0,"Action, Adventure, Fantasy"
18005,Koyoi wa Halloween Night!,6.63,592,,14553,1101,0,Supernatural
18006,Rubi Yoyo Jiaoyu Xilie: Kuaile Chengzhang,,,14606,27411,91,0,
18007,Tianshang Diao Xia Ge Zhubajie,,,15733,27087,95,0,Fantasy
18008,Jingling Shiji,,,17532,27449,91,1,"Adventure, Fantasy"
18009,Zhu Zhu Xia: Shenhai Xiao Yingxiong,,,17264,24391,144,0,"Adventure, Fantasy"
18010,Hong Mao Lan Tu: Nao Xinchun,,,22045,24969,130,0,Adventure
18011,Hong Mao Lan Tu MTV,,,22032,26438,105,0,Fantasy
18012,Tonghua Wangguo Lixian Ji,,,15845,26627,102,0,"Adventure, Fantasy"
18013,QiQi KeKe Lixian Ji,,,19783,26802,100,0,Adventure
18014,Xi Mu Ba Long Jiazu,,,16298,26859,99,0,Adventure
18015,QiQi KeKe Shuo Konglong,,,19784,26500,104,0,Adventure
18016,Shen Chu Xiaofu Gui,,,14944,24639,138,0,Gourmet
18017,Tu Baobao He San Jian Shenqi Baobei,,,15908,26637,102,0,Comedy
18018,Zhongguo Nanhai: Hong Zhanhui,,,17212,27779,88,0,
18019,Huazhi De Gushi,,,22164,28328,83,0,
18020,Idol Land PriPara,7.22,488,3388,11326,2734,20,Slice of Life
18021,Xinling Zhi Chuang,,,16733,27942,86,0,Drama
18022,Lei Feng De Gushi,,,18255,27344,92,0,
18023,Sankaku Mado no Sotogawa wa Yoru,6.75,17307,5780,3383,53090,357,"Boys Love, Drama, Horror, Mystery, Supernatural"
18024,Biao Ren,7.56,4922,1786,3917,40993,396,Action
18025,Zi Chuan,7.23,696,3356,11317,2741,21,"Action, Fantasy"
18026,Tianmei de Yaohen,6.5,3341,7333,6283,13253,104,"Drama, Romance, Supernatural"
18027,Shen Shou Jin Gang 2: Tianshen De Shou,,,14959,25512,119,0,"Action, Sci-Fi"
18028,Shen Shou Jin Gang 3: Chao Bianxing Jia,,,14960,25862,114,0,Sci-Fi
18029,Shen Shou Jin Gang 4: Bang Bao Lixian Ji,,,14961,25708,116,0,Sci-Fi
18030,Shen Shou Jin Gang 5: Chao Neng Jing Jia,,,14959,25982,112,0,Sci-Fi
18031,Shen Shou Jin Gang: Qinglong Zaixian,,,14961,24126,149,0,Sci-Fi
18032,Jing Ma Zhanshi,,,17512,24061,153,1,"Action, Adventure"
18033,Konglong Baobei,,,18014,24990,130,0,Adventure
18034,Konglong Baobei: Shiluo De Wenming,,,18019,26244,108,0,Adventure
18035,Da Wang Rao Ming,7.51,25733,2022,2195,109111,704,"Action, Adventure, Comedy, Fantasy"
18036,Shinkai (2020),7.35,1752,,11033,2986,8,
18037,Long Zu,7.32,18184,2829,3156,59931,318,"Adventure, Fantasy"
18038,Osomatsu-san 3rd Season Specials,6.2,110,9127,18944,428,1,Comedy
18039,Xing Hai Qishi,6.83,478,5376,12595,1887,6,"Action, Fantasy, Sci-Fi"
18040,Shi Ye Miao Yin,7.12,361,3964,13013,1651,7,"Adventure, Supernatural"
18041,Doupo Cangqiong 4th Season,8.26,4835,342,7070,10069,110,"Action, Adventure, Fantasy, Romance"
18042,Shaonian Shiye,,,14910,27079,95,0,
18043,Shaonian Shiye: Zhihui Kuaile Xia,,,14923,22846,195,0,
18044,Shaonian Shiye: Xiayi Huanle Xing,,,14918,24326,145,0,
18045,Shaonian Shiye: Ren Shanxing Tianxia,,,14918,24637,138,0,
18046,Shaonian Shiye: Xinyi Xiao Xiake,,,14921,24171,150,0,
18047,Shaonian Shiye: Zhili Wanshitong,,,14925,24178,149,0,
18048,Shaonian Shiye: Yongzhe Chuang Jiangnan,,,14922,24518,140,0,
18049,Shaonian Shiye: Zhongyi Man Qiankun,,,14924,27307,92,0,
18050,Shaonian Shiye: Gongji Da Yu,,,14915,25123,127,0,
18051,Shaonian Shiye: Ji Yu Shengdian,,,14913,24850,133,0,
18052,Shaonian Shiye: Shenmi Dadao,,,14916,24725,136,0,
18053,Shaonian Shiye: Duanan Chuanqi,,,14914,24890,132,0,
18054,Shaonian Shiye: Zhihui Si Lu,,,14922,24892,132,0,
18055,Shaonian Shiye: Jishan Yang Ming,,,14917,24906,131,0,
18056,Shaonian Shiye: Da Yu Baozang,,,14911,25708,116,0,Adventure
18057,Connected...,5.11,336,13664,15756,797,1,Sci-Fi
18058,Menghuan Zhen,,,18658,26017,110,0,
18059,Dou Long Zhanshi,,,21169,22574,208,3,Sci-Fi
18060,Dou Long Zhanshi 2: Xing Long Sheng Yu,,,21170,24702,136,0,Sci-Fi
18061,Dou Long Zhanshi 3: Long Yin Zhi Zhan,,,21171,23849,159,0,Sci-Fi
18062,Dou Long Zhanshi 4: Shuanglong He,,,21172,25574,119,0,Sci-Fi
18063,Dou Long Zhanshi 5,,,21173,24202,149,0,Sci-Fi
18064,Dou Long Zhanshi 6,,,21174,25750,116,0,Sci-Fi
18065,Dou Long Zhanshi Waizhuan,,,21174,24961,130,0,Sci-Fi
18066,Dou Long Zhanshi: Xing Yin Luopan,,,21177,24704,136,0,Sci-Fi
18067,Zhengyi Xiao Tu Jing,,,17169,27099,95,0,Comedy
18068,Jiu Hua Xiao Heshang,,,17570,27982,86,0,
18069,Doby Disy: Ai Tanxian,,,21066,27045,96,0,
18070,Doby Disy: Ku Bi Xiao Zhentan,,,21068,26958,97,0,
18071,Doby Disy: Hanzi Xiao Zhentan,,,21067,26957,97,0,
18072,Doby Disy: Ai Changge,,,21065,27140,95,0,
18073,Doby Disy: Meimeng Jingling,,,21069,27374,92,0,
18074,Doby Disy: Meimeng Nian Nian,,,21070,25940,112,0,
18075,Tian Xin Ge Ge 4th Season,,,15715,25335,123,0,Comedy
18076,Tian Xin Ge Ge 5th Season,,,15716,26049,111,0,Comedy
18077,Tian Xin Ge Ge: Huanbao Xilie,,,15717,24141,151,0,Comedy
18078,Tian Xin Ge Ge: Henian Duanpian,,,15717,24510,141,0,
18079,Shenlong Zhengjiu Dui: Yuanqi Xing Hun,,,14984,25879,113,0,Sci-Fi
18080,Pili Yongshi: Yuanqi Yongzhe,,,19526,26307,107,0,Sci-Fi
18081,Yuanqi Zhengjiu Dui,,,17043,24390,144,0,Sci-Fi
18082,Wu Long Xiao Zi,,,16251,27194,94,0,Fantasy
18083,Wu Long Xiao Zi: Yong Chuang Le Huo Dao,,,16252,27293,93,0,Fantasy
18084,Mu Ling Baobei,,,18936,27245,93,0,Fantasy
18085,Mu Qi Ling: Lu Ying Zhan Ling,,,18940,27020,96,0,Fantasy
18086,Mu Qi Ling 2: Sheng Tian Ling Zhong,,,18938,27001,97,0,Fantasy
18087,Mu Qi Ling 3: Qi Ling Zhi Xin,,,18939,27161,94,0,Fantasy
18088,UP Miao Zhiwu Kepu,,,16028,27428,91,0,
18089,UP Miao Zhiwu Kepu 2nd Season,,,16029,27090,95,0,Fantasy
18090,Shui Man Jinshan,,,15200,27188,94,0,Fantasy
18091,Zhihui Zidan Che,,,17190,27468,91,0,
18092,Shenqi A You,,,14991,27280,93,0,
18093,Shenqi A You: Zui Qiang Liuxing Ren,,,14992,27536,90,0,
18094,Xiao Ji Bu Hao Re,,,16429,26772,100,0,
18095,Xiao Ji Bu Hao Re: Xian Dan Si,,,16430,27732,88,0,
18096,Hua Jingling: Xiha Da Maoxian,,,22114,27696,88,0,Fantasy
18097,Mo Dan Wang,,,18815,27488,90,0,
18098,Shen Ji Bao Meili,,,14949,22491,212,1,
18099,Shen Ji Bao Meili 2,,,14950,25950,112,0,
18100,AK Mofa Shaonu,,,19898,21422,268,1,
18101,Yu Qi Lin: Xian Ling Qi Yu,,,17024,23285,178,0,
18102,Zhandou Ba Ling Shou,,,17126,26568,103,0,
18103,Gang Jia Xiaolong Xia,,,21520,26747,100,0,Sci-Fi
18104,Shouwang Zhengfeng,,,15178,24180,149,0,Sci-Fi
18105,Shouwang Zhengfeng: Yuanshi Zhi Li,,,15180,27064,96,0,Sci-Fi
18106,Dahua Sanguo,,,20912,26125,110,0,Comedy
18107,Xiaobing De Gushi,,,16557,26776,100,0,"Comedy, Fantasy"
18108,Xiaobing De Gushi Second Season,,,16558,26674,101,0,"Comedy, Fantasy"
18109,Da Hei Xiao Bai,,,20866,25937,112,0,Comedy
18110,Xiao Po Hai,,,16462,26971,97,0,Comedy
18111,Xiao Po Hai: You Neihan,,,16464,27594,89,0,Comedy
18112,Yunduan Di Rizi,,,17078,26781,100,0,Romance
18113,Ming Ji,,,18751,23409,173,0,Romance
18114,Ming Ji 2: Chu Zhi Lian,,,18752,22914,192,0,Romance
18115,Ming Ji 3: Qushe,,,18753,23635,166,0,Romance
18116,Ming Ji 4: Chenfeng Zhuiyi,,,18754,23940,156,0,Romance
18117,Chainsaw Man,8.43,1072894,191,54,1865873,53508,"Action, Fantasy"
18118,Wo Shi Da Shenxian,6.85,757,5267,12085,2216,11,"Action, Fantasy"
18119,Koroshi Ai,6.9,70413,5000,1404,192710,1018,"Action, Romance"
18120,"Da, da Ge da Xigua",,,20904,23296,177,0,Action
18121,Wo Jiao MT,,,16191,24976,130,0,"Comedy, Fantasy"
18122,Wo Jiao MT 2nd Season,,,16191,24414,143,0,"Comedy, Fantasy"
18123,Wo Jiao MT 3rd Season,,,16192,27752,88,0,"Comedy, Fantasy"
18124,Wo Jiao MT 4th Season,,,16194,27727,88,0,"Comedy, Fantasy"
18125,Wo Jiao MT 5th Season,,,16195,27921,86,0,"Comedy, Fantasy"
18126,Isekai Meikyuu de Harem wo,6.53,130116,,931,290862,2185,"Action, Adventure, Fantasy, Erotica"
18127,Wo Jiao MT 6th Season,,,16196,27922,86,1,"Comedy, Fantasy"
18128,Wo Jiao MT: Shankou Shan Zhan Ji,,,16199,26768,100,0,"Comedy, Fantasy"
18129,Shankou Shan Zhan Ji: Taiyang Jing,,,14882,26271,107,0,"Adventure, Comedy, Fantasy"
18130,Shankou Shan Zhan Ji: Cao Qun Wawa,,,14880,26679,101,0,"Adventure, Comedy, Fantasy"
18131,Li Xianji Lixian Ji,,,18282,23933,156,0,Adventure
18132,Pao Fu Xiaojie De Jin Yugang,,,19455,24255,148,0,Slice of Life
18133,Pao Fu Xiaojie,,,19450,23302,177,0,Slice of Life
18134,Pao Fu Xiaojie 2nd Season,,,19450,24405,143,0,Slice of Life
18135,Pao Fu Xiaojie: Wennuan Guilai,,,19457,24775,135,0,Slice of Life
18136,Pao Fu Xiaojie 4th Season,,,19451,24844,133,0,Slice of Life
18137,Pao Fu Xiaojie: Hua Yang Ji,,,19457,24994,130,0,Slice of Life
18138,Pao Fu Xiaojie 5th Season,,,19452,25205,125,0,Slice of Life
18139,Pao Fu Xiaojie: Gan Ai Ji,,,19455,25190,126,0,Slice of Life
18140,Pao Fu Xiaojie 7th Season,,,19453,24524,140,0,Slice of Life
18141,Lianmeng De Yongshi,,,18295,27134,95,0,Fantasy
18142,Xiao Pang Niu,,,16460,25344,123,0,"Comedy, Fantasy"
18143,Lalala Demacia,,,18193,18980,425,1,"Action, Fantasy"
18144,Lalala Demacia Second Season,,,18193,20957,293,1,"Action, Fantasy"
18145,Lalala Demacia Third Season,,,18195,20834,300,0,"Action, Fantasy"
18146,Baozou Donghua,,,20245,25561,119,0,Comedy
18147,Baozou Donghua 2nd Season,,,20246,25934,112,0,Comedy
18148,Baozou Donghua 3rd Season,,,20247,25836,114,0,Comedy
18149,Baozou Bianji Bu De Gushi,,,20244,25933,112,0,Comedy
18150,Baozou Kongbu Gushi,,,20248,22479,213,0,"Horror, Suspense"
18151,Baozou Kongbu Gushi 2nd Season,,,20249,23787,161,0,"Horror, Suspense"
18152,Baozou Kongbu Gushi 3rd Season,,,20250,24368,144,0,"Horror, Suspense"
18153,Baozou Kongbu Gushi 4th Season,,,20251,22946,191,0,"Horror, Suspense"
18154,Baozou Kongbu Gushi 5th Season,,,20252,23180,182,0,"Horror, Suspense"
18155,Baozou Kongbu Gushi 6th Season,,,20252,23350,175,0,"Horror, Suspense"
18156,Baozou LOL,,,20254,24408,143,0,"Comedy, Fantasy"
18157,Baozou LOL 2nd Season,,,20254,25032,129,0,"Comedy, Fantasy"
18158,Baozou LOL 3rd Season,,,20255,26710,101,0,Comedy
18159,Shi Xiong Fanwai Pian,,,15047,21925,241,0,"Action, Comedy, Horror"
18160,Lu Shidai Xinnian Fanwai Pian,,,18372,22462,214,0,Comedy
18161,Xiong Bing Lian: Zhu Tian Jianglin,6.64,127,6501,17381,560,1,"Action, Mystery, Sci-Fi, Supernatural"
18162,Lie Yang Tiandao I,,,18299,18455,463,1,"Action, Adventure, Fantasy, Sci-Fi"
18163,You Shen Me,,,16992,24200,149,0,"Comedy, Fantasy"
18164,You Shen Me 2nd Season,,,16994,25271,124,0,"Comedy, Fantasy"
18165,Xingfu Xiao Zhen,,,16702,25054,129,0,"Action, Adventure, Comedy"
18166,Xingfu Xiao Zhen 2nd Season,,,16703,27296,93,0,"Action, Comedy"
18167,Shaolin Tu Yu Wudang Gou,,,14896,24177,149,0,Comedy
18168,Tuzi Nali Pao,,,15969,24655,137,0,Comedy
18169,Cai Bao Gou Da Fanji,,,20504,24369,144,0,Comedy
18170,Rail Romanesque 2,5.57,929,12426,7924,7533,10,Slice of Life
18171,Nihon Chinbotsu 2020 Gekijou Henshuuban: Shizumanu Kibou,6.63,333,6550,13823,1324,4,"Adventure, Drama, Sci-Fi, Suspense"
18172,Kakushigoto Movie,7.69,10064,1383,3747,44292,153,Comedy
18173,Nemurenai Yoru no Tsuki,,,19115,20295,332,0,"Adventure, Fantasy"
18174,The Gregory Gallery Tour Special,5.62,222,12239,16981,606,0,"Comedy, Horror, Mystery, Supernatural"
18175,Adachi to Shimamura Mini Anime,5.84,796,11147,11846,2366,0,Comedy
18176,Slime-tachi no Idobata Kaigi,5.79,638,11420,12158,2167,2,"Comedy, Fantasy"
18177,Shua Bing Nan De Gaoxiao Juchang,,,15186,24584,139,0,Comedy
18178,Xiongmao Shouzha,,,16796,25530,119,0,Comedy
18179,Shijiu Guo,,,15062,25518,119,0,Comedy
18180,Hua Jianghu: Richang Pian,,,22111,21427,268,0,"Action, Adventure"
18181,Na Nian Na Tu Naxie Shi Er,,,18994,21848,246,3,Comedy
18182,Na Nian Na Tu Naxie Shi Er 2nd Season,,,18995,23889,158,1,Comedy
18183,Na Nian Na Tu Naxie Shi Er: Fanwai Pian,,,19001,23974,155,0,Comedy
18184,Na Nian Na Tu Naxie Shi Er 3rd Season,,,18996,24030,154,0,Comedy
18185,Na Nian Na Tu Naxie Shi Er 4th Season,,,18996,23771,161,0,Comedy
18186,Na Nian Na Tu Naxie Shi Er 5th Season,,,18998,23652,165,0,Comedy
18187,Tai Yi Xian Mo Lu: Ling Fei Ji,,,15542,15270,906,4,"Action, Adventure, Fantasy"
18188,Crayon Shin-chan Movie 29: Nazo Meki! Hana no Tenkasu Gakuen,7.44,1480,2268,10306,3677,13,Comedy
18189,Ludou Wa,,,18375,26528,103,0,Comedy
18190,Chu Feng Xiao Juchang: Shengli Shi Zhong Bagua Bu!,,,20748,23476,171,0,Comedy
18191,Mo Jing Lieren 4th Season,,,18824,25102,128,0,"Adventure, Fantasy"
18192,Mo Jing Lieren 5th Season,,,18825,23460,172,0,"Adventure, Fantasy"
18193,Huyao Xiao Hongniang Fanwai,,,22213,19956,355,0,Comedy
18194,Quanzhi Fashi: Q Ban Xiao Juchang,6.03,144,10143,16240,712,1,Comedy
18195,Quanzhi Fashi: Q Ban Xiao Juchang 2nd Season,6,131,10314,17062,596,0,Comedy
18196,Huli Lie Na,,,22177,26242,108,0,Fantasy
18197,Picasso Yu Gongniu,,,19517,23021,188,0,Avant Garde
18198,Tai Yi Xian Mo Lu: Ling Fei Ji II,,,15543,19203,406,1,"Action, Adventure, Fantasy"
18199,Xin Didao Zhan,,,16628,25204,125,0,Adventure
18200,Xin Didao Zhan 2: Fuzi Qibing,,,16630,25448,121,0,Adventure
18201,Shuihu Zuqiu Zhongji Ban: Tian Can Fanji Zhan,,,15211,27311,92,0,"Fantasy, Sports"
18202,Hou Wang Chuan,,,22088,25224,125,0,"Adventure, Fantasy"
18203,Shu Lao San Jin Cheng Ji,,,15182,27185,94,0,"Adventure, Fantasy"
18204,Shu Lao San Jin Cheng Ji 2,,,15182,27207,94,0,"Adventure, Fantasy"
